مشاع؟,نوع العقار,سعر المتر,المساحة,سعر العملية,نوع العملية,القطعة,المخطط,الحي,المدينة,المنطقة,التاريخ
كامل العقار,قطعة أرض,6210.0,114.0,707929.0,صفقة,بدون,بدون,الجامعة,جدة,منطقة مكة المكرمة,2025-11-13
كامل العقار,شقة,3831.0,183.0,700000.0,صفقة,1 / ح1,656 / ج / س,المنار,جدة,منطقة مكة المكرمة,2025-12-18
كامل العقار,شقة,3475.0,130.0,450000.0,صفقة,1 / ح1,260 / ب,الريان,جدة,منطقة مكة المكرمة,2025-11-13
كامل العقار,شقة,3147.0,188.0,590000.0,صفقة,1 / 2,3 / 238 / ع,السلامة,جدة,منطقة مكة المكرمة,2025-12-22
كامل العقار,قطعة أرض,1230.0,895.0,1100000.0,صفقة,92 / 1 / هـ,244 / ج / س,جوهرة العروس,جدة,منطقة مكة المكرمة,2025-10-19
كامل العقار,قطعة أرض,823.0,620.0,510000.0,صفقة,43 / 2 / ص,244 / ج / س,جوهرة العروس,جدة,منطقة مكة المكرمة,2025-10-08
كامل العقار,قطعة أرض,2400.0,600.0,1440000.0,صفقة,106,341 / ب,الزمرد,جدة,منطقة مكة المكرمة,2025-09-09
كامل العقار,شقة,5385.0,126.0,680000.0,صفقة,2 / 1,3 / 468 / ع,الزهراء,جدة,منطقة مكة المكرمة,2026-02-02
كامل العقار,شقة,4176.0,132.0,549301.0,صفقة,4 / 3,624 / ج / س,المروة,جدة,منطقة مكة المكرمة,2025-07-08
كامل العقار,قطعة أرض,8917.0,600.0,5350000.0,صفقة,468,17ب,النهضة,جدة,منطقة مكة المكرمة,2025-08-19
كامل العقار,شقة,4348.0,125.0,545000.0,صفقة,1 / أ,11 / ج / س,النسيم,جدة,منطقة مكة المكرمة,2026-02-05
كامل العقار,قطعة أرض,917.0,300.0,275000.0,صفقة,2195 / 2 / ف / 3,244 / ج / س,الفرقان,جدة,منطقة مكة المكرمة,2025-06-18
كامل العقار,شقة,5081.0,185.0,940000.0,صفقة,2 / ح1,32 / ب,السلامة,جدة,منطقة مكة المكرمة,2025-12-25
كامل العقار,شقة,4618.0,132.0,610734.0,صفقة,15,426 / ج / س,بني مالك,جدة,منطقة مكة المكرمة,2025-08-31
كامل العقار,قطعة أرض,3080.0,552.0,1700000.0,صفقة,978,230 / ب,أبحر الشمالية,جدة,منطقة مكة المكرمة,2025-11-26
كامل العقار,قطعة أرض,3038.0,474.0,1440000.0,صفقة,77,156 / ب / المعدل,الواحة,جدة,منطقة مكة المكرمة,2026-02-02
كامل العقار,شقة,3685.0,122.0,449000.0,صفقة,4 / 3,260 / ب,الريان,جدة,منطقة مكة المكرمة,2025-09-09
كامل العقار,شقة,2662.0,197.0,524116.0,صفقة,1 / 5,9 / 2944 / 1 / س المعدل2,بدون,جدة,منطقة مكة المكرمة,2025-11-20
كامل العقار,قطعة أرض,3543.0,621.0,2200000.0,صفقة,1097,433 / ج / س,مريخ,جدة,منطقة مكة المكرمة,2025-05-27
كامل العقار,قطعة أرض,4667.0,300.0,1400000.0,صفقة,320 / ج / 2,290 / ب / 1402,الرحمانية,جدة,منطقة مكة المكرمة,2026-02-16
كامل العقار,قطعة أرض,1934.0,621.0,1200000.0,صفقة,374 / أ,6 / ج / س,النور,جدة,منطقة مكة المكرمة,2025-07-21
كامل العقار,قطعة أرض,1144.0,900.0,1030000.0,صفقة,437 / 1 / ع,244 / ج / س,جوهرة العروس,جدة,منطقة مكة المكرمة,2025-11-06
كامل العقار,شقة,3146.0,175.0,550000.0,صفقة,3 / 2,260 / ب,الريان,جدة,منطقة مكة المكرمة,2025-12-03
كامل العقار,شقة,2600.0,197.0,511956.0,صفقة,2 / 2,9 / 2944 / 1 / س المعدل2,بدون,جدة,منطقة مكة المكرمة,2025-09-16
كامل العقار,قطعة أرض,1600.0,560.0,896000.0,صفقة,3,858 / س / ت,الشرفية,جدة,منطقة مكة المكرمة,2025-07-01
كامل العقار,قطعة أرض,4308.0,221.0,950000.0,صفقة,1480 / د / 2,184 / ج / س,الرياض,جدة,منطقة مكة المكرمة,2026-02-10
كامل العقار,قطعة أرض,5170.0,420.0,2170545.0,صفقة,بدون,بدون,الجامعة,جدة,منطقة مكة المكرمة,2025-08-04
كامل العقار,قطعة أرض,639.0,450.0,287500.0,صفقة,752 / 1,611 / ج / س,البيان,جدة,منطقة مكة المكرمة,2025-07-16
كامل العقار,شقة,2284.0,219.0,500000.0,صفقة,2 / 1,433 / ج / س,مريخ,جدة,منطقة مكة المكرمة,2025-12-04
كامل العقار,شقة,2817.0,195.0,550000.0,صفقة,6,374 / ب,الروضة,جدة,منطقة مكة المكرمة,2025-12-02
كامل العقار,قطعة أرض,5500.0,365.0,2004805.0,صفقة,115 / 12 / 4,441 / ب,النعيم,جدة,منطقة مكة المكرمة,2025-12-14
كامل العقار,قطعة أرض,4130.0,460.0,1900000.0,صفقة,116,198 / ب / 1401,البوادى,جدة,منطقة مكة المكرمة,2025-10-20
كامل العقار,قطعة أرض,508.0,925.0,470000.0,صفقة,1865,599 / ج / س,الندى,جدة,منطقة مكة المكرمة,2026-02-03
كامل العقار,شقة,3104.0,141.0,439090.0,صفقة,2 / 1,3 / 465 / ع,الصفا,جدة,منطقة مكة المكرمة,2025-06-26
كامل العقار,قطعة أرض,4310.0,580.0,2500000.0,صفقة,631 / 4 / 1,249 / ج / س,طيبة,جدة,منطقة مكة المكرمة,2025-12-15
كامل العقار,شقة,3850.0,117.0,449000.0,صفقة,4 / أ,656 / ج / س,المنار,جدة,منطقة مكة المكرمة,2025-06-17
كامل العقار,قطعة أرض,8709.0,574.0,5000000.0,صفقة,12,1348 / س / ت,العزيزية,جدة,منطقة مكة المكرمة,2025-09-21
كامل العقار,شقة,2599.0,139.0,360000.0,صفقة,2 / أ,586 / ج / س,حكومى,جدة,منطقة مكة المكرمة,2025-07-08
كامل العقار,قطعة أرض,3298.0,471.0,1553750.0,صفقة,314 / 16,313 / س / ت,خارج حدود الاحياء,جدة,منطقة مكة المكرمة,2025-11-18
كامل العقار,قطعة أرض,1528.0,900.0,1375000.0,صفقة,745 / 2 / ر,244 / ج / س,جوهرة العروس,جدة,منطقة مكة المكرمة,2025-11-12
كامل العقار,شقة,3336.0,156.0,520000.0,صفقة,4 / 2,3 / 471 / ع,الربوه,جدة,منطقة مكة المكرمة,2025-07-21
كامل العقار,قطعة أرض,667.0,450.0,300000.0,صفقة,1323 / 2,184 / ج / س,الرياض,جدة,منطقة مكة المكرمة,2026-01-26
كامل العقار,شقة,3917.0,120.0,469000.0,صفقة,3 / أ,656 / ج / س,المنار,جدة,منطقة مكة المكرمة,2026-01-08
كامل العقار,شقة,4734.0,201.0,950000.0,صفقة,2 / 3,2 / 101 / ب,الفيصلية,جدة,منطقة مكة المكرمة,2025-12-16
كامل العقار,شقة,2816.0,165.0,465000.0,صفقة,6,3 / 160 / ع,الفيصلية,جدة,منطقة مكة المكرمة,2025-11-26
كامل العقار,قطعة أرض,667.0,900.0,600000.0,صفقة,426 / ج,169 / ج / س,الوفاء,جدة,منطقة مكة المكرمة,2025-09-11
كامل العقار,شقة,3563.0,196.0,700000.0,صفقة,1 / 2,3 / 267 / ع,العزيزية,جدة,منطقة مكة المكرمة,2025-08-07
كامل العقار,قطعة أرض,2720.0,85.0,231474.0,صفقة,بدون,بدون,النزلة اليمانية,جدة,منطقة مكة المكرمة,2025-08-10
كامل العقار,شقة,3805.0,147.0,560000.0,صفقة,2 / 2,المنح / 11,الصفا,جدة,منطقة مكة المكرمة,2025-06-30
كامل العقار,شقة,5538.0,141.0,780000.0,صفقة,1 / ح1,3 / 238 / ع,السلامة,جدة,منطقة مكة المكرمة,2025-11-11
كامل العقار,شقة,3316.0,211.0,700000.0,صفقة,2 / ح1,656 / ج / س,المنار,جدة,منطقة مكة المكرمة,2025-05-28
كامل العقار,قطعة أرض,1000.0,450.0,450000.0,صفقة,609 / 1 / ج / 1,244 / ج / س,الغدير,جدة,منطقة مكة المكرمة,2025-11-20
كامل العقار,قطعة أرض,833.0,1200.0,1000000.0,صفقة,2103 / ب,541 / ج / س,الصفوة,جدة,منطقة مكة المكرمة,2025-06-18
كامل العقار,قطعة أرض,1000.0,900.0,900000.0,صفقة,694 / 1 / ى,244 / ج / س,النجمة,جدة,منطقة مكة المكرمة,2025-08-31
كامل العقار,قطعة أرض,5565.0,575.0,3200000.0,صفقة,6,182 / ب,البوادى,جدة,منطقة مكة المكرمة,2025-09-14
كامل العقار,قطعة أرض,533.0,300.0,160000.0,صفقة,3544 / ب / 2,412 / ج / س,البوادر,جدة,منطقة مكة المكرمة,2025-11-29
كامل العقار,قطعة أرض,2778.0,450.0,1250000.0,صفقة,164 / 2 / ج,3 / 505 / ت / المعدل,الشراع,جدة,منطقة مكة المكرمة,2025-09-30
كامل العقار,قطعة أرض,583.0,600.0,350000.0,صفقة,149 / 1 / أ,541 / ج / س,الصفوة,جدة,منطقة مكة المكرمة,2025-11-10
كامل العقار,شقة,4261.0,66.0,280000.0,صفقة,6 / 619,3 / 450 / ع,الفيصلية,جدة,منطقة مكة المكرمة,2025-10-15
كامل العقار,قطعة أرض,2600.0,856.0,2224456.0,صفقة,97,144 / ب المعدل,الياقوت,جدة,منطقة مكة المكرمة,2025-11-11
كامل العقار,قطعة أرض,1738.0,400.0,695000.0,صفقة,90 الجزء د,161 / ب / 1400,الفضيلة,جدة,منطقة مكة المكرمة,2025-11-28
كامل العقار,قطعة أرض,1375.0,400.0,550000.0,صفقة,1126,223 / ب / المعدل,الأجواد,جدة,منطقة مكة المكرمة,2025-11-27
كامل العقار,شقة,3302.0,100.0,329000.0,صفقة,2 / 3,588 / ج / س,الواحة,جدة,منطقة مكة المكرمة,2026-01-12
كامل العقار,شقة,2827.0,192.0,541960.0,صفقة,4 / 6,9 / 2944 / 1 / س المعدل2,بدون,جدة,منطقة مكة المكرمة,2025-11-10
كامل العقار,قطعة أرض,2600.0,776.0,2018536.0,صفقة,343,144 / ب المعدل,الياقوت,جدة,منطقة مكة المكرمة,2025-12-01
كامل العقار,قطعة أرض,846.0,945.0,800000.0,صفقة,155 / 1 / و,244 / ج / س,جوهرة العروس,جدة,منطقة مكة المكرمة,2025-08-17
كامل العقار,قطعة أرض,1250.0,312.0,390000.0,صفقة,243 / 2,184 / ج / س,الرياض,جدة,منطقة مكة المكرمة,2025-07-25
كامل العقار,شقة,2625.0,197.0,516820.0,صفقة,2 / أ,9 / 2944 / 1 / س المعدل2,بدون,جدة,منطقة مكة المكرمة,2025-12-01
كامل العقار,قطعة أرض,806.0,620.0,500000.0,صفقة,117 / 2 / ن,244 / ج / س,اليسر,جدة,منطقة مكة المكرمة,2025-11-26
كامل العقار,قطعة أرض,1500.0,698.0,1046370.0,صفقة,2,بدون,النزلة اليمانية,جدة,منطقة مكة المكرمة,2025-10-01
كامل العقار,شقة,4786.0,144.0,687000.0,صفقة,1 / 1,3 / 238 / ع,السلامة,جدة,منطقة مكة المكرمة,2025-07-02
كامل العقار,قطعة أرض,2899.0,690.0,2000000.0,صفقة,610,87 / ج / س / المعدل,مدائن الفهد,جدة,منطقة مكة المكرمة,2025-07-07
كامل العقار,قطعة أرض,4598.0,696.0,3200000.0,صفقة,6,106 / ج / س,الواحة,جدة,منطقة مكة المكرمة,2025-06-30
كامل العقار,قطعة أرض,1397.0,315.0,440000.0,صفقة,1989 / 2 / جزءو,184 / ج / س,الرياض,جدة,منطقة مكة المكرمة,2025-12-28
كامل العقار,شقة,4084.0,152.0,620000.0,صفقة,3 / أ,3 / 477 / ع,النزهة,جدة,منطقة مكة المكرمة,2025-06-19
كامل العقار,شقة,4088.0,230.0,940000.0,صفقة,1 / ح1,3 / 534 / ع,النزهة,جدة,منطقة مكة المكرمة,2025-07-17
كامل العقار,قطعة أرض,4058.0,308.0,1250000.0,صفقة,386 / أ,182 / ج / س,أبحر الشمالية,جدة,منطقة مكة المكرمة,2025-07-06
كامل العقار,شقة,4921.0,151.0,745230.0,صفقة,3 / 3,32 / ب,السلامة,جدة,منطقة مكة المكرمة,2026-01-12
كامل العقار,شقة,2850.0,174.0,494673.0,صفقة,2 / 1,434 / ج / س,ام حبلين الغربية,جدة,منطقة مكة المكرمة,2025-07-17
كامل العقار,شقة,4385.0,68.0,300000.0,صفقة,2 / 1,3 / 339 / ع,السلامة,جدة,منطقة مكة المكرمة,2025-11-05
كامل العقار,قطعة أرض,1011.0,900.0,910000.0,صفقة,1057 / 1 / هـ,244 / ج / س,جوهرة العروس,جدة,منطقة مكة المكرمة,2025-10-22
كامل العقار,قطعة أرض,4464.0,1120.0,5000000.0,صفقة,44 / 12,82 / ب,الصفا,جدة,منطقة مكة المكرمة,2025-07-26
كامل العقار,قطعة أرض,2600.0,885.0,2300194.0,صفقة,398,144 / ب المعدل,الياقوت,جدة,منطقة مكة المكرمة,2026-01-04
كامل العقار,شقة,4324.0,136.0,590000.0,صفقة,5 / أ,3 / 63 / 1 / ع,السلامة,جدة,منطقة مكة المكرمة,2025-12-30
كامل العقار,شقة,4228.0,171.0,722222.0,صفقة,1 / 3,3 / 339 / ع,السلامة,جدة,منطقة مكة المكرمة,2026-01-01
كامل العقار,شقة,4175.0,126.0,525000.0,صفقة,4 / أ,656 / ج / س,المنار,جدة,منطقة مكة المكرمة,2025-07-30
كامل العقار,شقة,6386.0,185.0,1179000.0,صفقة,1 / 8,3 / 477 / ع,النزهة,جدة,منطقة مكة المكرمة,2025-08-19
كامل العقار,شقة,3495.0,96.0,335000.0,صفقة,4,337 / ج / س,المروة,جدة,منطقة مكة المكرمة,2025-06-22
كامل العقار,قطعة أرض,4326.0,393.0,1700000.0,صفقة,585 / أ,216 / ب / المعدل,أبحر الجنوبية,جدة,منطقة مكة المكرمة,2025-11-30
كامل العقار,قطعة أرض,777.0,837.0,650000.0,صفقة,879 / 2 / ل,244 / ج / س,الجزيرة,جدة,منطقة مكة المكرمة,2025-08-04
كامل العقار,قطعة أرض,2600.0,1493.0,3881046.0,صفقة,78,144 / ب المعدل,الياقوت,جدة,منطقة مكة المكرمة,2025-12-16
كامل العقار,قطعة أرض,3333.0,660.0,2200000.0,صفقة,10,87 / ج / س / المعدل,مدائن الفهد,جدة,منطقة مكة المكرمة,2026-02-16
كامل العقار,قطعة أرض,1511.0,600.0,906600.0,صفقة,169 / ب,290 / ب / 1402,الرحمانية,جدة,منطقة مكة المكرمة,2025-07-17
كامل العقار,شقة,2608.0,172.0,449439.0,صفقة,3 / 6,9 / 2944 / 1 / س المعدل2,بدون,جدة,منطقة مكة المكرمة,2025-10-27
كامل العقار,قطعة أرض,1760.0,313.0,550000.0,صفقة,200 / 1 / أ,268/ ب المعدل الحكومي,البشائر,جدة,منطقة مكة المكرمة,2025-09-02
كامل العقار,قطعة أرض,2483.0,450.0,1117336.0,صفقة,بدون,بدون,غليل,جدة,منطقة مكة المكرمة,2025-05-27
كامل العقار,شقة,2687.0,288.0,772944.0,صفقة,1 / 1,9 / 2944 / 1 / س المعدل2,بدون,جدة,منطقة مكة المكرمة,2025-10-15
كامل العقار,قطعة أرض,7365.0,502.0,3700000.0,صفقة,1600,11 / ج / س,النسيم,جدة,منطقة مكة المكرمة,2026-01-21
كامل العقار,قطعة أرض,4348.0,483.0,2100000.0,صفقة,262 / ج,3 / 333 / ع المعدل,البوادى,جدة,منطقة مكة المكرمة,2025-11-18
كامل العقار,شقة,2999.0,110.0,330000.0,صفقة,3,377 / ج / س,الريان,جدة,منطقة مكة المكرمة,2025-07-08
كامل العقار,شقة,2882.0,149.0,429000.0,صفقة,1 / 2,588 / ج / س,الواحة,جدة,منطقة مكة المكرمة,2026-02-26
كامل العقار,شقة,3856.0,201.0,775000.0,صفقة,1 / 3,424 / ج / س,الصوارى,جدة,منطقة مكة المكرمة,2025-12-16
كامل العقار,شقة,4097.0,288.0,1180000.0,صفقة,3 / 5,444 / ج / س / المعدل,الورود,جدة,منطقة مكة المكرمة,2025-07-21
كامل العقار,قطعة أرض,1618.0,448.0,725000.0,صفقة,237 / 1 / ج,83 / ج / س,الصالحية,جدة,منطقة مكة المكرمة,2025-10-12
كامل العقار,شقة,3765.0,122.0,459000.0,صفقة,2 / 2,588 / ج / س,الواحة,جدة,منطقة مكة المكرمة,2026-01-13
كامل العقار,شقة,3091.0,210.0,650000.0,صفقة,5 / 1,1345 / س / ت,العزيزية,جدة,منطقة مكة المكرمة,2025-12-22
كامل العقار,قطعة أرض,667.0,900.0,600000.0,صفقة,492 / ج,169 / ج / س,الوفاء,جدة,منطقة مكة المكرمة,2025-09-17
كامل العقار,شقة,4448.0,89.0,395000.0,صفقة,1 / 1,40 / ب,النعيم,جدة,منطقة مكة المكرمة,2025-07-22
كامل العقار,شقة,1722.0,174.0,300000.0,صفقة,2 / 1,586 / ج / س,حكومى,جدة,منطقة مكة المكرمة,2025-06-04
كامل العقار,قطعة أرض,1450.0,600.0,870000.0,صفقة,4 / ب,290 / ب / 1402,الرحمانية,جدة,منطقة مكة المكرمة,2025-12-24
كامل العقار,قطعة أرض,2870.0,336.0,963274.0,صفقة,بدون,بدون,المنتزهات,جدة,منطقة مكة المكرمة,2025-11-04
كامل العقار,قطعة أرض,11256.0,2488.0,28000000.0,صفقة,614,ابحر الجنوبية,المرجان,جدة,منطقة مكة المكرمة,2025-08-30
